fare_id,price,currency_type,payment_method,transfers,agency_id
849,1.80,EUR,0,0,208
850,2.30,EUR,0,0,208
851,1.90,EUR,0,0,208
852,1.50,EUR,0,0,208
853,2.50,EUR,0,0,208
854,1.40,EUR,0,0,208
855,1.20,EUR,0,0,208
856,2.40,EUR,0,0,208
857,8.35,EUR,0,0,47
858,0.00,EUR,0,0,47
859,5.85,EUR,0,0,47
860,17.00,EUR,0,0,47
861,2.81,EUR,0,0,60
862,1.66,EUR,0,0,60
863,2.61,EUR,0,0,60
864,0.77,EUR,0,0,60
865,1.47,EUR,0,0,60
866,1.81,EUR,0,0,60
867,1.06,EUR,0,0,60
868,2.69,EUR,0,0,60
869,0.67,EUR,0,0,60
870,1.31,EUR,0,0,60
871,1.68,EUR,0,0,60
872,1.41,EUR,0,0,60
873,1.82,EUR,0,0,60
874,1.23,EUR,0,0,60
875,2.16,EUR,0,0,60
876,1.21,EUR,0,0,60
877,2.03,EUR,0,0,60
878,0.66,EUR,0,0,60
879,1.02,EUR,0,0,60
880,1.56,EUR,0,0,60
881,0.10,EUR,0,0,60
882,0.15,EUR,0,0,60
883,0.40,EUR,0,0,60
884,0.20,EUR,0,0,60
885,0.50,EUR,0,0,60
886,0.30,EUR,0,0,60
887,0.25,EUR,0,0,60
